district_id,district_name,electoral_district_id,electoral_district_type,eligible_voters,eligible_voters_a1,eligible_voters_a2,eligible_voters_a3,voters,voters_b1,invalid_votes,valid_votes,vote_yes,vote_no
1,Mitte,1A ,Briefwahlbezirk,0,0,0,0,818,818,10,808,783,25
1,Mitte,1B ,Briefwahlbezirk,0,0,0,0,776,776,1,775,743,32
1,Mitte,1C ,Briefwahlbezirk,0,0,0,0,766,766,0,766,751,15
1,Mitte,1D ,Briefwahlbezirk,0,0,0,0,764,764,0,764,742,22
1,Mitte,1F ,Briefwahlbezirk,0,0,0,0,772,772,0,772,746,26
1,Mitte,1G ,Briefwahlbezirk,0,0,0,0,776,776,0,776,760,16
1,Mitte,1H ,Briefwahlbezirk,0,0,0,0,779,779,1,778,757,21
1,Mitte,1J ,Briefwahlbezirk,0,0,0,0,764,764,0,764,750,14
1,Mitte,1K ,Briefwahlbezirk,0,0,0,0,754,754,0,754,722,32
1,Mitte,1L ,Briefwahlbezirk,0,0,0,0,756,756,1,755,739,16
1,Mitte,1M ,Briefwahlbezirk,0,0,0,0,736,736,1,735,717,18
1,Mitte,1N ,Briefwahlbezirk,0,0,0,0,780,780,9,771,743,28
1,Mitte,100,Urnenwahlbezirk,3066,2893,173,0,447,0,1,446,439,7
1,Mitte,101,Urnenwahlbezirk,2469,2230,239,0,364,3,0,364,356,8
1,Mitte,105,Urnenwahlbezirk,3952,3760,192,0,705,1,0,705,693,12
1,Mitte,107,Urnenwahlbezirk,3634,3417,217,0,640,3,1,639,633,6
1,Mitte,111,Urnenwahlbezirk,2365,2263,102,0,506,0,0,506,492,14
1,Mitte,112,Urnenwahlbezirk,2315,2194,121,0,473,0,0,473,471,2
1,Mitte,115,Urnenwahlbezirk,3041,2843,198,0,511,1,0,511,501,10
1,Mitte,118,Urnenwahlbezirk,2487,2340,147,0,403,0,2,401,397,4
1,Mitte,120,Urnenwahlbezirk,3496,3383,113,0,604,0,1,603,594,9
1,Mitte,121,Urnenwahlbezirk,2800,2637,163,0,522,0,0,522,518,4
1,Mitte,129,Urnenwahlbezirk,3099,2994,105,0,458,1,4,454,444,10
1,Mitte,200,Urnenwahlbezirk,2034,1873,161,0,397,0,0,397,394,3
1,Mitte,202,Urnenwahlbezirk,3406,3095,311,0,643,1,0,643,633,10
1,Mitte,205,Urnenwahlbezirk,2909,2669,240,0,630,2,0,630,626,4
1,Mitte,207,Urnenwahlbezirk,3174,2846,328,0,545,4,0,545,539,6
1,Mitte,209,Urnenwahlbezirk,3865,3662,203,0,634,2,3,631,622,9
1,Mitte,212,Urnenwahlbezirk,3370,3068,302,0,785,0,1,784,769,15
1,Mitte,214,Urnenwahlbezirk,3038,2826,212,0,689,3,1,688,675,13
1,Mitte,217,Urnenwahlbezirk,2151,1952,199,0,443,0,0,443,432,11
1,Mitte,219,Urnenwahlbezirk,3364,3111,253,0,815,4,0,815,803,12
1,Mitte,221,Urnenwahlbezirk,3838,3562,276,0,906,3,0,906,886,20
1,Mitte,300,Urnenwahlbezirk,3186,3023,163,0,547,2,0,547,534,13
1,Mitte,302,Urnenwahlbezirk,2793,2637,156,0,517,0,0,517,503,14
1,Mitte,305,Urnenwahlbezirk,3224,2988,236,0,703,3,1,702,694,8
1,Mitte,307,Urnenwahlbezirk,2777,2638,139,0,495,1,0,495,480,15
1,Mitte,308,Urnenwahlbezirk,2091,2000,91,0,295,1,2,293,284,9
1,Mitte,312,Urnenwahlbezirk,2404,2234,170,0,593,0,0,593,588,5
1,Mitte,315,Urnenwahlbezirk,2274,2112,162,0,578,0,0,578,574,4
1,Mitte,317,Urnenwahlbezirk,3595,3339,256,0,807,2,0,807,787,20
1,Mitte,321,Urnenwahlbezirk,2339,2173,166,0,376,2,0,376,372,4
1,Mitte,323,Urnenwahlbezirk,2205,2101,104,0,361,0,0,361,355,6
1,Mitte,325,Urnenwahlbezirk,2625,2491,134,0,331,1,0,331,330,1
1,Mitte,327,Urnenwahlbezirk,2936,2805,131,0,410,1,0,410,399,11
1,Mitte,400,Urnenwahlbezirk,3332,3233,99,0,419,1,1,418,407,11
1,Mitte,403,Urnenwahlbezirk,2655,2533,122,0,499,1,0,499,488,11
1,Mitte,404,Urnenwahlbezirk,2573,2449,124,0,510,2,0,510,507,3
1,Mitte,405,Urnenwahlbezirk,1906,1815,91,0,323,0,0,323,318,5
1,Mitte,409,Urnenwahlbezirk,3172,3025,147,0,677,1,0,677,663,14
1,Mitte,414,Urnenwahlbezirk,2056,1965,91,0,342,0,0,342,338,4
1,Mitte,415,Urnenwahlbezirk,2880,2752,128,0,502,2,0,502,490,12
1,Mitte,416,Urnenwahlbezirk,3623,3463,160,0,699,2,1,698,679,19
1,Mitte,421,Urnenwahlbezirk,2781,2659,122,0,478,4,1,477,468,9
1,Mitte,425,Urnenwahlbezirk,2740,2624,116,0,515,0,0,515,495,20
1,Mitte,427,Urnenwahlbezirk,2911,2762,149,0,530,0,0,530,523,7
1,Mitte,431,Urnenwahlbezirk,3080,2940,140,0,482,5,1,481,474,7
1,Mitte,500,Urnenwahlbezirk,3136,2976,160,0,568,0,2,566,550,16
1,Mitte,504,Urnenwahlbezirk,3129,2994,135,0,537,1,0,537,532,5
1,Mitte,505,Urnenwahlbezirk,2705,2565,140,0,629,0,1,628,620,8
1,Mitte,508,Urnenwahlbezirk,2218,2087,131,0,437,0,0,437,433,4
1,Mitte,510,Urnenwahlbezirk,2216,2098,118,0,325,1,0,325,316,9
1,Mitte,512,Urnenwahlbezirk,2150,2051,99,0,377,0,0,377,369,8
1,Mitte,513,Urnenwahlbezirk,2586,2471,115,0,347,1,0,347,340,7
1,Mitte,516,Urnenwahlbezirk,3134,2991,143,0,591,2,0,591,580,11
1,Mitte,519,Urnenwahlbezirk,2449,2324,125,0,636,0,0,636,624,12
1,Mitte,522,Urnenwahlbezirk,2397,2303,94,0,329,0,2,327,321,6
1,Mitte,524,Urnenwahlbezirk,2107,2023,84,0,330,2,1,329,326,3
1,Mitte,528,Urnenwahlbezirk,3201,3071,130,0,598,2,2,596,582,14
1,Mitte,600,Urnenwahlbezirk,2182,2079,103,0,294,0,0,294,288,6
1,Mitte,601,Urnenwahlbezirk,3098,2990,108,0,378,0,0,378,371,7
1,Mitte,602,Urnenwahlbezirk,1911,1851,60,0,404,2,1,403,395,8
1,Mitte,603,Urnenwahlbezirk,2669,2547,122,0,358,0,0,358,349,9
1,Mitte,605,Urnenwahlbezirk,2919,2816,103,0,425,1,0,425,420,5
1,Mitte,612,Urnenwahlbezirk,2090,2027,63,0,328,1,0,328,316,12
1,Mitte,613,Urnenwahlbezirk,3166,3067,99,0,424,0,0,424,419,5
1,Mitte,617,Urnenwahlbezirk,2222,2128,94,0,261,0,0,261,256,5
1,Mitte,620,Urnenwahlbezirk,1954,1865,89,0,243,0,0,243,236,7
1,Mitte,623,Urnenwahlbezirk,2938,2841,97,0,450,1,0,450,428,22
1,Mitte,624,Urnenwahlbezirk,2451,2382,69,0,365,0,0,365,354,11
1,Mitte,627,Urnenwahlbezirk,2771,2701,70,0,340,5,2,338,329,9
1,Mitte,632,Urnenwahlbezirk,2308,2189,119,0,460,2,2,458,443,15
1,Mitte,634,Urnenwahlbezirk,2692,2586,106,0,409,1,1,408,397,11
2,Friedrichshain-Kreuzberg,1A ,Briefwahlbezirk,0,0,0,0,506,506,0,506,483,23
2,Friedrichshain-Kreuzberg,1B ,Briefwahlbezirk,0,0,0,0,677,677,0,677,667,10
2,Friedrichshain-Kreuzberg,1C ,Briefwahlbezirk,0,0,0,0,371,371,0,371,361,10
2,Friedrichshain-Kreuzberg,1D ,Briefwahlbezirk,0,0,0,0,617,617,1,616,612,4
2,Friedrichshain-Kreuzberg,1E ,Briefwahlbezirk,0,0,0,0,416,416,2,414,405,9
2,Friedrichshain-Kreuzberg,1F ,Briefwahlbezirk,0,0,0,0,327,327,1,326,324,2
2,Friedrichshain-Kreuzberg,1G ,Briefwahlbezirk,0,0,0,0,474,474,0,474,470,4
2,Friedrichshain-Kreuzberg,1H ,Briefwahlbezirk,0,0,0,0,368,368,0,368,358,10
2,Friedrichshain-Kreuzberg,1I ,Briefwahlbezirk,0,0,0,0,332,332,0,332,320,12
2,Friedrichshain-Kreuzberg,1J ,Briefwahlbezirk,0,0,0,0,437,437,0,437,418,19
2,Friedrichshain-Kreuzberg,1K ,Briefwahlbezirk,0,0,0,0,437,437,1,436,428,8
2,Friedrichshain-Kreuzberg,1L ,Briefwahlbezirk,0,0,0,0,780,780,1,779,771,8
2,Friedrichshain-Kreuzberg,1M ,Briefwahlbezirk,0,0,0,0,666,666,0,666,653,13
2,Friedrichshain-Kreuzberg,1N ,Briefwahlbezirk,0,0,0,0,505,505,1,504,492,12
2,Friedrichshain-Kreuzberg,1O ,Briefwahlbezirk,0,0,0,0,530,530,1,529,513,16
2,Friedrichshain-Kreuzberg,1P ,Briefwahlbezirk,0,0,0,0,460,460,1,459,453,6
2,Friedrichshain-Kreuzberg,101,Urnenwahlbezirk,1945,1894,51,0,236,1,3,233,225,8
2,Friedrichshain-Kreuzberg,102,Urnenwahlbezirk,933,895,38,0,123,0,3,120,116,4
2,Friedrichshain-Kreuzberg,103,Urnenwahlbezirk,786,753,33,0,103,0,0,103,103,0
2,Friedrichshain-Kreuzberg,104,Urnenwahlbezirk,945,914,31,0,142,0,1,141,137,4
2,Friedrichshain-Kreuzberg,105,Urnenwahlbezirk,3595,3357,238,0,770,4,0,770,761,9
2,Friedrichshain-Kreuzberg,106,Urnenwahlbezirk,2596,2428,168,0,639,0,0,639,631,8
2,Friedrichshain-Kreuzberg,107,Urnenwahlbezirk,1397,1302,95,0,386,2,0,386,379,7
2,Friedrichshain-Kreuzberg,108,Urnenwahlbezirk,3889,3641,248,0,909,3,3,908,896,12
2,Friedrichshain-Kreuzberg,109,Urnenwahlbezirk,928,879,49,0,272,0,0,272,265,7
2,Friedrichshain-Kreuzberg,110,Urnenwahlbezirk,2419,2270,149,0,585,8,1,584,575,9
2,Friedrichshain-Kreuzberg,111,Urnenwahlbezirk,2360,2243,117,0,596,0,0,596,590,6
2,Friedrichshain-Kreuzberg,112,Urnenwahlbezirk,2569,2439,130,0,585,2,0,587,579,8
2,Friedrichshain-Kreuzberg,113,Urnenwahlbezirk,1281,1244,37,0,163,3,0,162,152,10
2,Friedrichshain-Kreuzberg,114,Urnenwahlbezirk,915,857,58,0,153,2,0,153,148,5
2,Friedrichshain-Kreuzberg,115,Urnenwahlbezirk,1989,1898,91,0,321,4,0,321,318,3
2,Friedrichshain-Kreuzberg,116,Urnenwahlbezirk,924,869,55,0,136,1,1,135,130,5
2,Friedrichshain-Kreuzberg,117,Urnenwahlbezirk,2942,2807,135,0,509,2,0,509,489,20
2,Friedrichshain-Kreuzberg,118,Urnenwahlbezirk,915,888,27,0,198,0,0,198,192,6
2,Friedrichshain-Kreuzberg,119,Urnenwahlbezirk,1122,1047,75,0,298,0,0,298,294,4
2,Friedrichshain-Kreuzberg,120,Urnenwahlbezirk,3245,3061,184,0,884,2,0,884,878,6
2,Friedrichshain-Kreuzberg,121,Urnenwahlbezirk,1148,1060,88,0,300,2,0,300,299,1
2,Friedrichshain-Kreuzberg,122,Urnenwahlbezirk,1046,950,96,0,246,0,0,246,243,3
2,Friedrichshain-Kreuzberg,123,Urnenwahlbezirk,1953,1819,134,0,551,6,0,551,544,7
2,Friedrichshain-Kreuzberg,124,Urnenwahlbezirk,2407,2263,144,0,602,1,1,601,599,2
2,Friedrichshain-Kreuzberg,125,Urnenwahlbezirk,3440,3251,189,0,714,3,1,713,698,15
2,Friedrichshain-Kreuzberg,126,Urnenwahlbezirk,1114,1048,66,0,238,0,0,238,234,4
2,Friedrichshain-Kreuzberg,127,Urnenwahlbezirk,1374,1295,79,0,345,1,0,345,344,1
2,Friedrichshain-Kreuzberg,128,Urnenwahlbezirk,876,836,40,0,206,1,0,206,197,9
2,Friedrichshain-Kreuzberg,129,Urnenwahlbezirk,1013,965,48,0,284,1,0,284,279,5
2,Friedrichshain-Kreuzberg,130,Urnenwahlbezirk,1951,1873,78,0,292,1,0,292,286,6
2,Friedrichshain-Kreuzberg,131,Urnenwahlbezirk,1733,1664,69,0,248,0,0,248,235,13
2,Friedrichshain-Kreuzberg,132,Urnenwahlbezirk,1033,972,61,0,233,0,0,234,230,4
2,Friedrichshain-Kreuzberg,133,Urnenwahlbezirk,957,923,34,0,156,0,1,155,148,7
2,Friedrichshain-Kreuzberg,134,Urnenwahlbezirk,2399,2294,105,0,535,2,0,535,522,13
2,Friedrichshain-Kreuzberg,135,Urnenwahlbezirk,1099,1056,43,0,254,0,0,254,252,2
2,Friedrichshain-Kreuzberg,136,Urnenwahlbezirk,1208,1153,55,0,258,2,0,258,257,1
2,Friedrichshain-Kreuzberg,137,Urnenwahlbezirk,1390,1314,76,0,339,1,0,339,335,4
2,Friedrichshain-Kreuzberg,138,Urnenwahlbezirk,3155,3030,125,0,782,6,0,782,770,12
2,Friedrichshain-Kreuzberg,139,Urnenwahlbezirk,1113,1050,63,0,332,1,0,332,327,5
2,Friedrichshain-Kreuzberg,140,Urnenwahlbezirk,1813,1744,69,0,462,0,1,460,448,12
2,Friedrichshain-Kreuzberg,141,Urnenwahlbezirk,2541,2402,139,0,721,4,1,724,714,10
2,Friedrichshain-Kreuzberg,142,Urnenwahlbezirk,2284,2160,124,0,487,2,2,485,477,8
2,Friedrichshain-Kreuzberg,143,Urnenwahlbezirk,1374,1292,82,0,356,2,0,356,353,3
2,Friedrichshain-Kreuzberg,144,Urnenwahlbezirk,2368,2257,111,0,627,3,0,627,619,8
2,Friedrichshain-Kreuzberg,145,Urnenwahlbezirk,1082,1038,44,0,244,0,1,243,236,7
2,Friedrichshain-Kreuzberg,146,Urnenwahlbezirk,2139,2040,99,0,583,0,0,583,576,7
2,Friedrichshain-Kreuzberg,147,Urnenwahlbezirk,632,605,27,0,173,0,1,172,169,3
2,Friedrichshain-Kreuzberg,148,Urnenwahlbezirk,1092,1028,64,0,238,0,0,238,235,3
2,Friedrichshain-Kreuzberg,149,Urnenwahlbezirk,2436,2317,119,0,500,0,0,500,496,4
2,Friedrichshain-Kreuzberg,150,Urnenwahlbezirk,1269,1228,41,0,245,1,1,244,242,2
2,Friedrichshain-Kreuzberg,151,Urnenwahlbezirk,1206,1162,44,0,296,0,0,296,292,4
2,Friedrichshain-Kreuzberg,152,Urnenwahlbezirk,887,830,57,0,169,1,1,168,165,3
2,Friedrichshain-Kreuzberg,153,Urnenwahlbezirk,2218,2096,122,0,487,2,0,487,485,2
2,Friedrichshain-Kreuzberg,154,Urnenwahlbezirk,1319,1237,82,0,248,0,1,247,238,9
2,Friedrichshain-Kreuzberg,155,Urnenwahlbezirk,1483,1412,71,0,317,0,0,317,315,2
2,Friedrichshain-Kreuzberg,156,Urnenwahlbezirk,2476,2299,177,0,601,0,1,600,578,22
2,Friedrichshain-Kreuzberg,157,Urnenwahlbezirk,1164,1091,73,0,245,3,0,245,237,8
2,Friedrichshain-Kreuzberg,158,Urnenwahlbezirk,1200,1126,74,0,244,1,0,244,243,1
2,Friedrichshain-Kreuzberg,159,Urnenwahlbezirk,1902,1807,95,0,533,1,0,533,529,4
2,Friedrichshain-Kreuzberg,160,Urnenwahlbezirk,1458,1381,77,0,446,3,2,444,438,6
2,Friedrichshain-Kreuzberg,161,Urnenwahlbezirk,1377,1302,75,0,305,0,0,305,303,2
2,Friedrichshain-Kreuzberg,162,Urnenwahlbezirk,3917,3693,224,0,869,0,1,868,863,5
2,Friedrichshain-Kreuzberg,163,Urnenwahlbezirk,1145,1101,44,0,229,0,0,229,227,2
2,Friedrichshain-Kreuzberg,164,Urnenwahlbezirk,5392,5118,274,0,1313,3,1,1312,1299,13
2,Friedrichshain-Kreuzberg,165,Urnenwahlbezirk,2572,2418,154,0,547,5,1,546,539,7
2,Friedrichshain-Kreuzberg,166,Urnenwahlbezirk,4071,3886,185,0,991,2,0,991,981,10
2,Friedrichshain-Kreuzberg,167,Urnenwahlbezirk,2521,2416,105,0,638,4,0,638,634,4
2,Friedrichshain-Kreuzberg,168,Urnenwahlbezirk,3736,3560,176,0,793,1,1,793,785,8
2,Friedrichshain-Kreuzberg,169,Urnenwahlbezirk,1410,1365,45,0,315,2,1,314,306,8
2,Friedrichshain-Kreuzberg,170,Urnenwahlbezirk,2542,2408,134,0,573,1,0,574,561,13
2,Friedrichshain-Kreuzberg,171,Urnenwahlbezirk,1376,1311,65,0,319,0,0,319,317,2
2,Friedrichshain-Kreuzberg,172,Urnenwahlbezirk,4134,3878,256,0,861,1,0,860,845,15
2,Friedrichshain-Kreuzberg,173,Urnenwahlbezirk,3910,3646,264,0,800,2,0,800,793,7
2,Friedrichshain-Kreuzberg,174,Urnenwahlbezirk,1457,1383,74,0,341,0,1,340,335,5
2,Friedrichshain-Kreuzberg,175,Urnenwahlbezirk,2542,2425,117,0,590,2,0,589,576,13
2,Friedrichshain-Kreuzberg,176,Urnenwahlbezirk,3606,3432,174,0,683,1,0,683,675,8
2,Friedrichshain-Kreuzberg,177,Urnenwahlbezirk,2816,2683,133,0,556,0,5,551,542,9
2,Friedrichshain-Kreuzberg,178,Urnenwahlbezirk,1214,1146,68,0,336,0,0,336,330,6
2,Friedrichshain-Kreuzberg,179,Urnenwahlbezirk,1530,1457,73,0,373,1,0,373,369,4
2,Friedrichshain-Kreuzberg,180,Urnenwahlbezirk,4265,4012,253,0,914,1,0,914,904,10
2,Friedrichshain-Kreuzberg,181,Urnenwahlbezirk,907,852,55,0,251,1,0,251,248,3
2,Friedrichshain-Kreuzberg,182,Urnenwahlbezirk,1292,1205,87,0,279,0,0,279,275,4
2,Friedrichshain-Kreuzberg,183,Urnenwahlbezirk,2602,2475,127,0,497,0,0,497,488,9
2,Friedrichshain-Kreuzberg,184,Urnenwahlbezirk,1251,1179,72,0,279,0,0,279,267,12
2,Friedrichshain-Kreuzberg,185,Urnenwahlbezirk,2363,2178,185,0,590,2,1,589,575,14
2,Friedrichshain-Kreuzberg,186,Urnenwahlbezirk,1998,1891,107,0,582,1,0,582,559,23
2,Friedrichshain-Kreuzberg,187,Urnenwahlbezirk,2317,2164,153,0,474,0,1,473,464,9
3,Pankow,1A ,Briefwahlbezirk,0,0,0,0,870,870,1,869,854,15
3,Pankow,1B ,Briefwahlbezirk,0,0,0,0,868,868,1,867,852,15
3,Pankow,2A ,Briefwahlbezirk,0,0,0,0,857,857,1,856,842,14
3,Pankow,2B ,Briefwahlbezirk,0,0,0,0,846,846,0,846,824,22
3,Pankow,3A ,Briefwahlbezirk,0,0,0,0,950,950,0,950,926,24
3,Pankow,3B ,Briefwahlbezirk,0,0,0,0,844,844,1,843,827,16
3,Pankow,4A ,Briefwahlbezirk,0,0,0,0,850,850,0,850,829,21
3,Pankow,4B ,Briefwahlbezirk,0,0,0,0,859,859,1,858,838,20
3,Pankow,5A ,Briefwahlbezirk,0,0,0,0,857,857,0,857,835,22
3,Pankow,5B ,Briefwahlbezirk,0,0,0,0,886,886,0,886,862,24
3,Pankow,6A ,Briefwahlbezirk,0,0,0,0,851,851,0,851,830,21
3,Pankow,6B ,Briefwahlbezirk,0,0,0,0,849,849,0,849,836,13
3,Pankow,7A ,Briefwahlbezirk,0,0,0,0,852,852,2,850,836,14
3,Pankow,7B ,Briefwahlbezirk,0,0,0,0,855,855,1,854,841,13
3,Pankow,8A ,Briefwahlbezirk,0,0,0,0,862,862,2,860,847,13
3,Pankow,8B ,Briefwahlbezirk,0,0,0,0,854,854,0,854,832,22
3,Pankow,9A ,Briefwahlbezirk,0,0,0,0,857,857,0,857,844,13
3,Pankow,9B ,Briefwahlbezirk,0,0,0,0,855,855,5,850,839,11
3,Pankow,101,Urnenwahlbezirk,2050,1893,157,0,423,3,1,422,421,1
3,Pankow,102,Urnenwahlbezirk,2162,2012,150,0,391,0,0,391,385,6
3,Pankow,103,Urnenwahlbezirk,1550,1470,80,0,342,0,0,342,339,3
3,Pankow,104,Urnenwahlbezirk,3201,3051,150,0,583,0,1,582,565,17
3,Pankow,105,Urnenwahlbezirk,1885,1790,95,0,340,0,0,340,334,6
3,Pankow,106,Urnenwahlbezirk,1911,1863,48,0,269,1,0,269,264,5
3,Pankow,107,Urnenwahlbezirk,4262,4073,189,0,860,3,1,859,851,8
3,Pankow,108,Urnenwahlbezirk,3494,3264,230,0,941,2,0,941,933,8
3,Pankow,109,Urnenwahlbezirk,1967,1855,112,0,479,0,2,477,463,14
3,Pankow,110,Urnenwahlbezirk,3480,3209,271,0,1216,2,1,1215,1195,20
3,Pankow,111,Urnenwahlbezirk,1987,1858,129,0,452,0,0,452,442,10
3,Pankow,112,Urnenwahlbezirk,4029,3743,286,0,1130,6,0,1130,1120,10
3,Pankow,113,Urnenwahlbezirk,1920,1797,123,0,424,0,0,424,418,6
3,Pankow,201,Urnenwahlbezirk,810,789,21,0,303,2,0,303,300,3
3,Pankow,202,Urnenwahlbezirk,630,604,26,0,177,0,0,177,174,3
3,Pankow,203,Urnenwahlbezirk,3735,3586,149,0,848,1,0,848,837,11
3,Pankow,204,Urnenwahlbezirk,1758,1652,106,0,403,0,0,403,396,7
3,Pankow,205,Urnenwahlbezirk,4296,3945,351,0,1075,4,1,1074,1066,8
3,Pankow,206,Urnenwahlbezirk,2115,1953,162,0,611,0,0,611,605,6
3,Pankow,207,Urnenwahlbezirk,3760,3503,257,0,960,0,0,960,948,12
3,Pankow,208,Urnenwahlbezirk,1820,1691,129,0,461,1,0,461,459,2
3,Pankow,209,Urnenwahlbezirk,2021,1818,203,0,543,1,1,542,538,4
3,Pankow,210,Urnenwahlbezirk,3791,3538,253,0,872,1,0,872,863,9
3,Pankow,211,Urnenwahlbezirk,1914,1793,121,0,501,0,0,501,488,13
3,Pankow,212,Urnenwahlbezirk,1876,1690,186,0,464,1,1,463,458,5
3,Pankow,213,Urnenwahlbezirk,1581,1489,92,0,376,1,0,376,370,6
3,Pankow,214,Urnenwahlbezirk,1628,1506,122,0,332,0,0,332,325,7
3,Pankow,301,Urnenwahlbezirk,4014,3718,296,0,1115,4,0,1115,1102,13
3,Pankow,302,Urnenwahlbezirk,4037,3794,243,0,1006,3,2,1004,981,23
3,Pankow,303,Urnenwahlbezirk,1931,1807,124,0,541,1,0,541,533,8
3,Pankow,304,Urnenwahlbezirk,3507,3237,270,0,917,2,0,917,912,5
3,Pankow,305,Urnenwahlbezirk,3491,3268,223,0,912,0,0,912,901,11
3,Pankow,306,Urnenwahlbezirk,1659,1506,153,0,463,4,0,463,462,1
3,Pankow,307,Urnenwahlbezirk,1599,1498,101,0,399,3,0,399,392,7
3,Pankow,308,Urnenwahlbezirk,1883,1738,144,1,531,1,1,530,520,10
3,Pankow,309,Urnenwahlbezirk,1756,1621,135,0,436,0,0,436,432,4
3,Pankow,310,Urnenwahlbezirk,3869,3599,270,0,916,0,0,916,900,16
